area,bedrooms,bathrooms,stories,parking,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,furnishingstatus,region,price
190,4,1,2,3,no,yes,no,yes,no,yes,furnished,Tede,194292
171,5,1,1,1,yes,yes,yes,no,no,yes,furnished,Oyo,188464
292,4,1,1,2,yes,yes,no,no,yes,no,semi-furnished,Tede,176443
280,3,2,2,2,yes,no,no,no,yes,yes,furnished,Tede,196681
292,3,1,2,1,no,yes,yes,no,no,no,semi-furnished,Tede,163820
180,1,1,1,1,yes,yes,no,no,no,yes,furnished,Iseyin,145128
365,1,1,1,0,no,yes,no,yes,yes,yes,semi-furnished,Lalupon,150210
330,1,2,1,2,no,no,yes,no,no,no,semi-furnished,Ayete,147338
355,1,2,1,2,yes,no,yes,yes,no,yes,unfurnished,Erunmu,145449
393,4,3,2,1,yes,no,no,no,no,yes,semi-furnished,Iresa-Adu,188570
333,3,3,1,3,no,yes,no,no,yes,yes,unfurnished,Oyo,186933
385,3,2,1,0,no,yes,yes,yes,no,no,furnished,Fiditi,172986
338,3,3,1,1,yes,yes,yes,yes,yes,yes,semi-furnished,Fiditi,189334
261,5,3,1,1,no,no,yes,no,no,yes,semi-furnished,Akinmoorin,200172
212,1,1,1,2,no,yes,yes,yes,no,yes,furnished,Iresa-Adu,163864
352,4,3,2,1,no,yes,no,yes,no,yes,unfurnished,Igbeti,190316
248,3,2,1,1,no,no,no,yes,yes,yes,furnished,Kisi (Kishi),179539
147,2,3,2,0,yes,yes,no,no,no,no,semi-furnished,Ibadan,163732
169,4,3,2,3,yes,no,yes,yes,no,no,semi-furnished,Otu,197841
179,2,1,2,1,no,no,yes,yes,yes,yes,unfurnished,Saki,163004
301,3,1,1,2,yes,yes,no,no,yes,yes,semi-furnished,Igbeti,178522
86,4,2,2,3,no,no,no,no,no,no,unfurnished,Lalupon,175887
198,5,1,2,0,no,yes,no,yes,yes,no,semi-furnished,Iseyin,183776
331,2,2,1,3,yes,no,no,no,yes,no,semi-furnished,Saki,156338
239,3,2,2,3,yes,no,no,yes,no,no,semi-furnished,Sepeteri,172610
350,5,1,2,0,no,no,yes,no,yes,yes,unfurnished,Awe,186701
333,3,3,2,2,no,yes,yes,no,no,no,furnished,Lalupon,194524
290,1,1,2,2,no,yes,yes,yes,yes,no,unfurnished,Tede,143011
321,4,1,1,0,yes,no,no,no,no,yes,semi-furnished,Ayete,166940
245,3,3,1,1,yes,yes,no,no,yes,no,semi-furnished,Ogbomosho,183429
212,2,3,2,2,yes,yes,yes,no,yes,no,furnished,Akinmoorin,183465
312,5,1,1,3,yes,yes,yes,yes,yes,no,semi-furnished,Iroko,204390
283,5,1,1,2,no,no,yes,no,no,no,semi-furnished,Ogbomosho,175628
211,1,1,1,0,no,no,no,yes,no,yes,semi-furnished,Erunmu,135835
159,2,3,1,0,yes,no,yes,no,yes,no,furnished,Igboho,172839
340,5,3,1,2,yes,yes,yes,yes,no,no,semi-furnished,Akinmoorin,204160
120,3,1,1,1,yes,yes,yes,yes,yes,yes,furnished,Iseyin,173903
173,1,1,2,2,no,no,no,yes,yes,no,semi-furnished,Eruwa,139166
339,4,1,2,2,yes,yes,yes,yes,yes,yes,unfurnished,Awe,185263
250,2,3,1,3,no,yes,yes,no,yes,yes,unfurnished,Iresa-Apa,178786
340,4,2,1,2,no,no,no,yes,yes,no,unfurnished,Awe,182411
92,2,2,2,0,no,no,yes,yes,no,no,semi-furnished,Ago-Amodu,152281
207,5,3,2,3,no,yes,no,yes,yes,no,furnished,Eruwa,215845
285,1,3,2,3,yes,yes,yes,yes,no,yes,semi-furnished,Tede,170748
269,3,1,2,0,no,no,no,yes,yes,yes,semi-furnished,Sepeteri,163092
120,4,2,2,1,yes,no,no,yes,yes,no,unfurnished,Fiditi,180700
288,1,1,1,0,no,yes,yes,yes,yes,yes,unfurnished,Awe,147902
130,2,2,1,1,no,yes,yes,yes,yes,yes,furnished,Ibadan,184472
105,4,3,2,0,no,no,no,yes,yes,yes,furnished,Lanlate,199123
173,5,3,2,1,no,yes,yes,no,no,no,semi-furnished,Ayete,207215
140,2,2,1,1,no,no,no,yes,yes,yes,unfurnished,Kisi (Kishi),158086
138,2,1,1,2,yes,yes,yes,no,no,no,unfurnished,Igbo-Ora,153824
325,4,2,2,1,yes,no,no,no,no,yes,furnished,Iresa-Apa,183158
174,4,1,1,0,yes,no,yes,no,yes,yes,semi-furnished,Igangan,170144
330,1,1,2,3,yes,yes,no,no,yes,no,unfurnished,Saki,153245
243,3,1,1,3,no,no,no,yes,yes,no,furnished,Lanlate,181627
258,3,3,2,3,yes,no,yes,no,no,yes,semi-furnished,Ado-Awaye,188110
89,1,1,1,0,yes,yes,yes,no,yes,yes,furnished,Igbo-Ora,147895
333,4,3,2,1,yes,no,no,no,no,yes,unfurnished,Igboho,186975
370,2,2,2,2,no,no,yes,no,yes,yes,furnished,Igbeti,173066
283,4,1,1,2,yes,no,yes,yes,yes,yes,semi-furnished,Igboho,188520
220,5,1,1,3,yes,yes,no,yes,yes,no,semi-furnished,Ayete,187166
338,3,2,2,0,no,no,yes,yes,no,no,furnished,Awe,180013
235,5,2,2,1,no,yes,yes,no,yes,yes,semi-furnished,Kisi (Kishi),195010
349,1,2,2,0,no,yes,no,no,no,no,semi-furnished,Ado-Awaye,138604
194,5,1,1,2,yes,yes,yes,yes,yes,yes,semi-furnished,Oyo,190591
118,2,3,2,1,yes,yes,yes,no,yes,yes,unfurnished,Akinmoorin,183512
265,3,1,2,2,yes,yes,no,no,no,no,furnished,Lalupon,185737
246,1,3,2,1,no,yes,no,yes,yes,no,furnished,Okeho,168660
318,3,1,2,3,no,no,no,yes,no,yes,furnished,Kisi (Kishi),185214
312,1,1,1,0,no,no,yes,no,yes,no,semi-furnished,Tede,134507
325,5,3,1,2,yes,yes,no,yes,yes,no,semi-furnished,Erunmu,214733
370,1,3,2,3,no,yes,no,no,no,yes,furnished,Ilora,175922
316,5,2,1,2,yes,yes,yes,no,no,no,unfurnished,Tede,182954
120,3,3,2,2,no,no,no,no,no,no,semi-furnished,Ago-Amodu,165907
202,5,3,2,2,yes,yes,no,yes,no,yes,unfurnished,Iresa-Apa,208059
340,4,3,2,1,yes,yes,no,no,yes,no,unfurnished,Kisi (Kishi),188412
324,1,1,2,2,no,no,yes,yes,no,no,unfurnished,Igbeti,133128
178,2,3,1,0,no,no,yes,no,no,no,unfurnished,Oyo,152564
101,5,3,1,1,yes,no,no,no,no,no,unfurnished,Saki,178126
138,2,3,2,0,no,no,yes,no,yes,yes,furnished,Iresa-Adu,169617
319,5,1,2,3,yes,no,no,yes,no,yes,unfurnished,Ibadan,184876
265,4,1,2,1,no,yes,yes,yes,yes,no,unfurnished,Ado-Awaye,169622
188,2,1,2,2,no,no,no,yes,no,no,furnished,Iseyin,168687
315,4,2,1,2,no,no,yes,no,yes,no,furnished,Okeho,185210
98,2,1,1,0,no,no,no,no,no,no,unfurnished,Erunmu,124294
284,3,3,2,0,yes,yes,yes,yes,yes,yes,semi-furnished,Ago-Amodu,195188
291,3,1,2,2,no,no,no,yes,no,no,furnished,Ado-Awaye,180779
127,1,2,1,0,no,no,no,no,no,no,semi-furnished,Akinmoorin,142754
133,4,3,2,0,yes,yes,yes,yes,yes,yes,unfurnished,Erunmu,200806
373,4,2,2,1,no,yes,no,yes,no,no,furnished,Iroko,193627
370,4,3,1,0,no,no,yes,yes,yes,no,furnished,Ibadan,193346
290,3,3,2,1,no,yes,no,no,yes,yes,unfurnished,Akinmoorin,176794
148,3,2,2,3,no,yes,yes,no,yes,yes,furnished,Otu,192305
195,3,1,2,3,no,no,no,no,yes,yes,furnished,Ogbomosho,186521
332,1,3,2,1,yes,yes,no,yes,no,yes,semi-furnished,Igangan,165307
232,5,1,1,3,yes,no,no,yes,no,no,furnished,Fiditi,186113
322,4,2,2,2,no,no,yes,no,no,no,semi-furnished,Awe,177576
105,1,2,1,2,yes,yes,yes,no,no,yes,unfurnished,Lanlate,147947
210,4,3,1,2,yes,yes,yes,no,no,yes,furnished,Igbo-Ora,196348
262,3,1,2,3,no,yes,no,no,yes,no,semi-furnished,Sepeteri,171274
254,3,3,2,2,yes,yes,no,yes,yes,no,furnished,Ago-Amodu,201772
204,4,3,2,2,yes,no,yes,no,yes,yes,unfurnished,Erunmu,188579
293,2,2,2,1,no,no,yes,no,no,yes,semi-furnished,Ayete,155468
161,4,2,1,1,no,yes,yes,yes,no,no,furnished,Igangan,182208
372,2,2,1,1,no,no,no,no,yes,no,semi-furnished,Iresa-Apa,146884
111,2,2,2,0,yes,yes,no,no,yes,yes,furnished,Sepeteri,168775
155,5,2,1,0,yes,yes,yes,yes,no,no,furnished,Iresa-Adu,204509
86,1,1,1,2,yes,yes,no,yes,no,no,semi-furnished,Awe,141223
204,3,1,1,3,no,no,yes,no,yes,yes,furnished,Iseyin,168993
239,1,3,2,3,yes,yes,no,yes,no,no,unfurnished,Jobele,161020
82,4,2,2,1,no,yes,no,no,no,yes,unfurnished,Alabata,182988
259,1,1,1,0,yes,yes,no,yes,no,yes,furnished,Ibadan,160418
161,1,3,1,2,no,no,no,yes,yes,yes,unfurnished,Igbeti,146627
154,3,1,2,0,no,yes,yes,no,yes,no,unfurnished,Ago-Amodu,162429
279,2,3,2,0,yes,yes,yes,no,no,yes,semi-furnished,Iseyin,171707
192,5,2,1,3,yes,no,no,no,yes,yes,furnished,Iseyin,202937
381,4,2,2,3,yes,yes,yes,no,yes,no,unfurnished,Igangan,183551
397,2,2,2,1,yes,yes,no,yes,no,yes,furnished,Otu,169771
254,3,2,1,0,no,yes,yes,no,yes,no,semi-furnished,Jobele,168616
346,3,1,1,1,no,no,yes,no,yes,yes,furnished,Alabata,166607
343,5,3,1,2,yes,no,no,no,yes,no,semi-furnished,Akinmoorin,191119
169,1,1,1,2,yes,no,yes,yes,no,no,unfurnished,Ayete,144137
336,5,1,1,0,yes,yes,yes,yes,yes,yes,unfurnished,Igangan,180463
161,1,2,2,0,yes,no,no,yes,no,yes,semi-furnished,Otu,150578
227,1,1,1,3,no,yes,no,yes,yes,no,unfurnished,Awe,139067
300,4,2,1,3,no,no,no,yes,no,no,furnished,Alabata,181489
274,3,2,2,2,no,yes,yes,yes,no,yes,unfurnished,Alabata,170992
136,3,2,1,3,no,no,yes,no,yes,yes,semi-furnished,Ilora,171496
164,5,2,2,2,yes,no,no,no,yes,no,semi-furnished,Iresa-Adu,203910
237,3,1,2,1,yes,no,no,yes,yes,no,semi-furnished,Iroko,165790
333,3,3,1,1,no,yes,no,no,yes,no,furnished,Lanlate,189304
386,1,1,2,1,no,no,yes,no,yes,no,unfurnished,Ago-Amodu,147060
81,1,2,1,0,yes,no,yes,yes,yes,no,furnished,Igboho,160441
209,3,2,2,3,no,no,yes,no,yes,yes,semi-furnished,Ilora,173638
290,2,3,1,3,no,yes,yes,yes,yes,yes,unfurnished,Lanlate,175251
341,5,1,2,2,no,yes,yes,no,yes,no,furnished,Okeho,207756
292,5,2,1,1,no,yes,no,yes,yes,no,furnished,Lalupon,205898
314,2,3,1,0,yes,no,no,yes,no,no,unfurnished,Eruwa,159825
224,1,2,2,0,no,no,no,yes,no,no,unfurnished,Jobele,141462
358,4,3,1,2,no,yes,yes,no,no,no,semi-furnished,Erunmu,187636
187,2,1,1,0,no,yes,no,yes,yes,yes,semi-furnished,Iresa-Adu,153299
130,3,1,2,1,yes,yes,yes,no,no,no,furnished,Jobele,173515
199,3,2,1,1,yes,no,yes,no,no,no,semi-furnished,Akinmoorin,166582
154,4,1,2,3,yes,yes,yes,no,no,yes,unfurnished,Ilora,186433
80,3,1,1,2,yes,no,yes,yes,yes,yes,furnished,Erunmu,180801
155,3,1,2,1,no,no,no,yes,yes,yes,semi-furnished,Eruwa,167764
305,5,1,2,0,no,yes,yes,yes,yes,no,unfurnished,Iresa-Adu,188498
292,1,3,1,0,no,no,yes,no,no,yes,furnished,Ilora,162596
145,3,2,2,0,yes,no,yes,no,no,yes,semi-furnished,Awe,172398
208,4,1,2,2,yes,yes,yes,no,yes,yes,furnished,Iroko,204736
196,4,2,1,1,yes,no,yes,yes,yes,no,furnished,Ilora,189278
226,3,2,2,0,yes,yes,no,yes,no,yes,furnished,Iseyin,187544
260,2,2,2,2,yes,no,no,yes,yes,yes,furnished,Iroko,190427
344,1,2,2,2,yes,yes,no,yes,yes,yes,furnished,Iroko,181754
85,1,3,2,2,no,no,no,yes,yes,no,semi-furnished,Erunmu,163025
259,5,1,2,0,yes,no,yes,yes,yes,yes,unfurnished,Lanlate,189936
367,1,1,2,0,yes,yes,yes,no,no,yes,furnished,Igbo-Ora,152931
394,3,2,2,0,no,no,yes,no,yes,no,unfurnished,Kisi (Kishi),169851
200,1,2,2,0,no,no,yes,no,yes,no,furnished,Ago-Amodu,151842
168,5,1,1,1,yes,no,no,no,yes,no,furnished,Okeho,197495
123,5,1,2,1,no,yes,yes,yes,no,yes,unfurnished,Ibadan,188789
117,2,1,1,1,no,yes,yes,yes,no,yes,unfurnished,Igbeti,154005
104,3,3,1,3,no,yes,yes,yes,no,yes,unfurnished,Fiditi,183211
340,3,2,1,3,no,no,no,yes,no,no,semi-furnished,Iseyin,162528
384,4,1,1,3,yes,no,yes,yes,yes,yes,unfurnished,Igboho,183289
204,2,3,2,3,yes,no,no,no,no,yes,furnished,Okeho,191172
94,2,2,2,2,no,no,no,yes,no,yes,unfurnished,Okeho,159524
93,1,2,2,3,yes,yes,yes,yes,no,yes,furnished,Kisi (Kishi),174581
122,5,3,1,2,no,no,no,yes,no,no,semi-furnished,Iseyin,189745
170,3,2,1,0,no,no,no,no,yes,yes,semi-furnished,Igbo-Ora,169033
300,5,1,1,3,no,no,yes,yes,no,no,unfurnished,Ago-Amodu,175523
334,3,1,2,2,yes,no,no,yes,yes,yes,furnished,Iresa-Apa,190391
261,4,1,2,0,no,yes,yes,yes,no,no,semi-furnished,Otu,171790
224,1,1,2,0,yes,no,no,no,yes,yes,furnished,Eruwa,153800
279,3,1,1,3,yes,no,yes,yes,yes,yes,furnished,Eruwa,191965
317,2,1,2,1,yes,yes,no,no,no,no,furnished,Ilora,155766
81,2,2,1,2,no,yes,no,no,no,yes,furnished,Iresa-Apa,175644
358,4,3,1,0,yes,yes,yes,no,yes,no,unfurnished,Iroko,179510
308,2,3,1,1,yes,no,yes,no,no,no,unfurnished,Lanlate,164217
269,2,2,1,2,yes,yes,no,yes,yes,yes,unfurnished,Otu,164908
129,5,3,1,1,yes,yes,yes,yes,yes,no,semi-furnished,Iresa-Apa,214542
267,2,2,1,0,no,no,yes,yes,yes,no,unfurnished,Tede,157975
283,1,1,1,0,yes,yes,yes,yes,no,yes,furnished,Iseyin,147179
363,4,2,2,0,no,no,yes,no,yes,yes,furnished,Sepeteri,183939
203,4,1,1,3,no,yes,yes,yes,no,yes,semi-furnished,Kisi (Kishi),191070
199,3,3,2,0,no,yes,yes,no,yes,yes,semi-furnished,Saki,181946
190,3,3,1,1,no,yes,yes,no,yes,yes,unfurnished,Akinmoorin,173698
337,3,1,2,1,no,yes,yes,yes,yes,yes,unfurnished,Ayete,160025
197,1,2,1,3,yes,no,no,yes,yes,no,unfurnished,Okeho,158899
309,2,3,1,1,yes,no,yes,yes,yes,yes,semi-furnished,Kisi (Kishi),174582
348,2,1,1,3,yes,no,no,no,no,yes,semi-furnished,Iroko,153887
228,5,1,2,1,no,yes,yes,no,no,yes,semi-furnished,Igangan,184889
392,3,3,1,3,no,no,no,no,yes,yes,furnished,Ilora,179984
167,2,2,1,3,no,no,no,no,yes,no,furnished,Ilora,162582
182,5,1,2,3,no,yes,yes,yes,yes,no,furnished,Saki,215804
335,3,2,2,3,yes,no,no,yes,yes,no,furnished,Sepeteri,184049
133,2,1,2,3,no,no,yes,yes,yes,no,furnished,Kisi (Kishi),163935
187,4,2,2,0,yes,no,yes,yes,yes,yes,unfurnished,Igbeti,178234
327,5,2,1,0,no,no,no,no,no,yes,furnished,Okeho,178896
263,4,3,1,3,no,no,no,yes,yes,no,furnished,Iseyin,202269
350,4,3,1,0,yes,yes,no,no,yes,yes,unfurnished,Igangan,180959
283,3,3,2,1,no,no,yes,no,yes,yes,furnished,Ibadan,188945
366,2,2,1,0,yes,yes,no,yes,no,yes,semi-furnished,Iseyin,156921
252,4,3,1,1,yes,no,yes,no,yes,yes,semi-furnished,Fiditi,184514
196,5,1,2,2,yes,no,no,yes,yes,no,semi-furnished,Iresa-Apa,202979
296,5,3,2,1,no,yes,yes,no,yes,no,furnished,Saki,214773
293,2,3,1,0,no,no,no,yes,no,no,unfurnished,Otu,150644
186,1,3,1,2,no,no,yes,no,yes,yes,semi-furnished,Iseyin,157434
309,2,1,1,1,no,yes,no,no,yes,yes,unfurnished,Oyo,155756
183,5,1,1,0,no,yes,yes,yes,yes,no,furnished,Lalupon,183625
240,3,2,1,1,no,no,no,yes,no,yes,furnished,Okeho,165201
215,5,3,2,1,yes,yes,no,no,no,no,semi-furnished,Iseyin,208996
154,5,3,2,1,no,no,no,yes,yes,yes,unfurnished,Otu,203378
196,2,2,2,0,yes,yes,yes,yes,yes,no,furnished,Otu,182520
377,5,1,1,1,no,no,no,yes,yes,yes,furnished,Kisi (Kishi),201188
186,5,2,2,0,yes,yes,no,no,yes,no,furnished,Alabata,199471
241,4,3,1,1,yes,no,yes,no,no,yes,furnished,Ago-Amodu,193485
287,3,1,1,0,yes,yes,no,yes,yes,no,unfurnished,Fiditi,158723
191,5,1,1,1,yes,no,yes,no,no,no,unfurnished,Ayete,179430
99,5,2,2,3,no,no,yes,yes,yes,yes,furnished,Otu,208150
219,4,1,1,1,no,yes,yes,no,yes,yes,unfurnished,Lalupon,164425
269,2,1,2,1,no,no,no,no,yes,yes,furnished,Ayete,153902
334,3,2,1,0,no,no,no,yes,no,no,semi-furnished,Akinmoorin,151600
204,5,3,2,0,no,yes,yes,yes,no,yes,furnished,Tede,217580
159,1,3,1,0,no,yes,yes,yes,yes,no,semi-furnished,Ayete,163218
387,3,1,1,1,no,yes,yes,yes,no,no,semi-furnished,Fiditi,164155
293,4,2,1,1,yes,yes,yes,no,yes,yes,semi-furnished,Igboho,199263
112,2,2,1,2,yes,no,no,no,yes,yes,unfurnished,Ayete,163251
230,5,2,1,2,no,yes,yes,no,yes,yes,semi-furnished,Lanlate,199704
210,3,3,1,2,yes,no,no,yes,yes,yes,semi-furnished,Kisi (Kishi),180430
150,4,1,2,0,yes,yes,yes,no,yes,no,semi-furnished,Oyo,177510
99,2,3,2,2,no,yes,no,yes,yes,yes,furnished,Jobele,180789
129,2,2,2,1,no,no,no,no,yes,yes,semi-furnished,Erunmu,153399
162,1,1,1,1,no,no,no,no,no,no,furnished,Ibadan,148002
94,1,1,1,0,yes,no,no,yes,no,no,semi-furnished,Fiditi,134815
174,5,1,2,2,no,no,no,yes,no,yes,furnished,Iresa-Apa,187323
126,3,2,2,2,yes,no,yes,yes,no,no,unfurnished,Ilora,170566
307,4,1,1,1,no,no,yes,yes,yes,yes,unfurnished,Fiditi,164700
300,1,1,1,1,no,yes,no,yes,yes,yes,furnished,Jobele,161211
211,5,2,1,0,yes,no,yes,no,yes,yes,unfurnished,Fiditi,186627
227,3,2,2,2,no,yes,yes,yes,yes,yes,unfurnished,Oyo,173460
385,2,2,2,3,no,yes,no,yes,yes,no,furnished,Okeho,171821
284,5,2,1,0,no,no,yes,yes,yes,no,unfurnished,Ogbomosho,179153
271,2,3,2,3,yes,yes,yes,yes,yes,yes,semi-furnished,Igbo-Ora,198768
361,1,3,1,2,no,no,no,no,yes,no,semi-furnished,Alabata,150376
356,3,1,1,0,yes,no,no,yes,no,yes,unfurnished,Oyo,154381
244,5,1,2,1,no,no,yes,no,no,no,furnished,Saki,187488
274,1,1,1,2,yes,no,yes,no,yes,no,furnished,Erunmu,163625
212,5,1,2,3,no,no,yes,no,yes,no,furnished,Igbo-Ora,196390
320,4,2,2,0,yes,yes,yes,yes,no,no,unfurnished,Okeho,178850
196,5,1,2,3,no,no,yes,no,no,yes,semi-furnished,Igboho,195520
312,2,3,2,3,no,yes,yes,no,yes,yes,furnished,Ibadan,188427
369,4,1,1,1,no,no,no,yes,yes,no,unfurnished,Fiditi,166118
317,2,1,2,0,yes,no,no,no,no,yes,semi-furnished,Sepeteri,144635
262,4,3,1,3,yes,no,no,no,no,no,semi-furnished,Iseyin,182844
339,5,3,1,2,no,no,yes,yes,yes,no,semi-furnished,Ago-Amodu,195820
168,2,1,1,0,yes,no,no,no,no,no,furnished,Erunmu,142923
315,1,1,2,0,yes,yes,yes,no,no,yes,furnished,Ado-Awaye,152445
261,3,2,2,1,yes,yes,no,no,yes,yes,unfurnished,Lanlate,169195
137,1,2,2,2,no,no,yes,yes,no,yes,unfurnished,Saki,143129
82,4,3,1,2,yes,no,yes,no,yes,no,unfurnished,Kisi (Kishi),182523
234,3,2,2,2,no,yes,no,yes,no,no,unfurnished,Fiditi,173962
336,3,3,1,2,yes,yes,yes,yes,yes,no,furnished,Iroko,203036
235,1,3,1,1,yes,no,yes,yes,no,no,furnished,Iresa-Apa,156476
146,3,2,1,0,no,no,no,no,no,yes,furnished,Fiditi,162331
202,3,1,1,0,yes,no,yes,yes,yes,yes,semi-furnished,Awe,172251
383,2,2,2,0,no,yes,no,yes,no,yes,semi-furnished,Ilora,168591
337,2,2,2,3,yes,yes,no,no,no,no,semi-furnished,Jobele,171997
392,4,1,2,1,no,yes,yes,yes,yes,yes,unfurnished,Okeho,170687
298,5,1,2,3,yes,yes,yes,no,yes,no,semi-furnished,Awe,209350
124,2,2,2,3,no,yes,yes,yes,no,yes,unfurnished,Kisi (Kishi),158647
198,1,1,2,0,no,no,yes,no,yes,yes,unfurnished,Eruwa,132070
103,5,3,1,0,no,yes,no,no,no,no,furnished,Tede,191228
127,1,2,2,0,no,yes,no,no,yes,no,unfurnished,Igbo-Ora,136498
242,5,3,1,1,no,yes,no,yes,no,yes,semi-furnished,Erunmu,187799
231,4,2,2,2,yes,yes,no,no,yes,yes,furnished,Sepeteri,194665
392,5,3,1,2,no,no,no,yes,yes,no,semi-furnished,Ado-Awaye,201151
399,4,2,2,1,no,yes,no,yes,yes,yes,semi-furnished,Tede,181026
221,4,2,2,2,no,no,no,yes,no,no,furnished,Ago-Amodu,192845
154,4,3,2,0,no,yes,no,yes,yes,yes,furnished,Igbo-Ora,193187
238,3,1,1,3,yes,no,yes,yes,no,yes,furnished,Alabata,183755
87,4,3,2,3,no,no,no,no,no,yes,unfurnished,Lanlate,180327
258,4,1,2,2,yes,yes,yes,yes,no,no,semi-furnished,Erunmu,190131
92,1,1,1,0,yes,yes,yes,no,no,yes,unfurnished,Igangan,129158
231,1,2,1,3,no,no,yes,no,no,yes,furnished,Ibadan,156622
178,4,2,2,1,no,yes,yes,yes,yes,yes,unfurnished,Ogbomosho,178327
113,4,3,1,2,no,yes,no,no,yes,no,furnished,Ilora,187943
331,1,3,1,2,no,no,no,yes,yes,no,semi-furnished,Ado-Awaye,155023
312,4,1,1,1,no,no,yes,no,no,no,furnished,Ado-Awaye,172594
162,1,2,1,0,yes,no,yes,no,no,yes,semi-furnished,Otu,153443
336,3,2,2,0,yes,no,yes,no,yes,no,semi-furnished,Igangan,183602
206,4,3,2,2,no,no,yes,yes,yes,yes,semi-furnished,Sepeteri,196010
275,2,3,1,1,yes,no,no,yes,no,yes,semi-furnished,Tede,169112
231,4,3,2,2,no,yes,no,yes,no,yes,semi-furnished,Igboho,202204
267,4,3,1,3,yes,yes,no,yes,no,no,semi-furnished,Kisi (Kishi),189394
179,4,3,2,3,no,yes,no,yes,no,yes,furnished,Igbeti,199287
333,4,1,1,2,no,no,no,no,yes,yes,unfurnished,Lanlate,161633
234,1,2,1,0,yes,no,yes,yes,yes,yes,furnished,Ilora,157869
393,2,3,2,0,no,yes,no,no,yes,no,unfurnished,Kisi (Kishi),169656
102,5,2,2,1,yes,no,no,no,no,no,furnished,Jobele,206653
271,4,3,2,1,no,no,no,no,yes,no,furnished,Igbo-Ora,195787
80,1,2,1,3,no,no,yes,yes,no,no,semi-furnished,Ado-Awaye,149086
399,2,3,2,3,no,yes,no,no,yes,yes,unfurnished,Iseyin,179238
357,3,2,2,1,no,no,yes,no,no,yes,unfurnished,Erunmu,168019
336,1,2,2,0,yes,no,yes,yes,no,yes,unfurnished,Iroko,145488
174,2,2,1,1,no,yes,no,yes,yes,no,furnished,Igboho,160319
386,4,1,2,0,no,yes,no,yes,yes,yes,furnished,Lanlate,187261
288,3,3,2,2,no,no,yes,no,no,yes,furnished,Igboho,184527
87,3,3,1,1,no,no,no,yes,yes,no,unfurnished,Ibadan,175708
321,1,1,2,0,yes,yes,no,no,no,yes,semi-furnished,Jobele,156415
211,3,1,1,0,yes,no,no,no,yes,no,furnished,Iroko,169409
230,4,2,2,3,yes,yes,yes,yes,no,yes,furnished,Ogbomosho,208250
131,1,3,1,0,no,no,yes,yes,no,yes,unfurnished,Ilora,142378
129,2,2,2,1,yes,yes,no,no,yes,no,furnished,Sepeteri,176039
348,3,2,2,3,no,no,no,no,yes,no,semi-furnished,Ado-Awaye,179510
298,4,3,1,0,yes,no,no,no,yes,no,semi-furnished,Oyo,188391
83,1,1,2,1,no,yes,yes,yes,no,yes,unfurnished,Iroko,142401
360,5,1,1,1,no,no,no,yes,yes,no,semi-furnished,Jobele,187548
275,2,3,2,2,no,yes,no,yes,yes,no,furnished,Ibadan,176360
289,3,1,1,3,yes,yes,no,yes,yes,no,unfurnished,Akinmoorin,175539
203,4,2,1,1,yes,yes,no,yes,yes,yes,unfurnished,Iresa-Adu,187583
194,4,1,2,1,no,yes,no,yes,no,no,unfurnished,Akinmoorin,177740
344,1,2,1,0,no,no,no,yes,yes,no,semi-furnished,Ilora,148724
126,4,3,1,1,no,yes,no,yes,yes,yes,furnished,Okeho,190712
299,2,1,2,0,no,yes,no,no,no,yes,furnished,Ago-Amodu,152111
106,3,3,1,0,yes,no,yes,yes,no,no,semi-furnished,Jobele,168306
362,4,3,2,3,yes,yes,no,no,yes,yes,unfurnished,Otu,202703
139,3,2,2,3,yes,no,no,yes,no,yes,furnished,Akinmoorin,198058
116,4,2,2,1,yes,yes,yes,yes,yes,yes,semi-furnished,Saki,198770
213,2,1,1,1,yes,yes,no,no,no,yes,furnished,Erunmu,171086
168,5,3,2,0,yes,yes,yes,yes,yes,no,furnished,Ilora,220620
145,4,2,1,0,yes,no,no,no,no,yes,semi-furnished,Otu,165510
277,1,2,2,2,no,no,yes,yes,no,yes,furnished,Lalupon,163593
126,3,3,2,3,yes,no,no,yes,no,no,semi-furnished,Igangan,177379
342,4,2,1,2,no,no,no,yes,yes,yes,unfurnished,Igbo-Ora,169119
329,5,3,1,3,yes,no,yes,yes,no,yes,unfurnished,Sepeteri,204156
86,2,3,2,3,no,yes,no,yes,no,no,furnished,Ayete,175187
226,3,1,1,2,yes,no,no,no,yes,no,semi-furnished,Okeho,166753
314,3,3,1,2,no,yes,no,yes,yes,yes,semi-furnished,Igangan,191607
128,3,3,2,1,yes,yes,no,no,yes,yes,furnished,Okeho,192315
356,5,1,2,1,yes,yes,yes,no,no,no,furnished,Awe,204049
287,3,1,1,0,no,no,no,no,yes,yes,furnished,Alabata,168630
296,4,1,2,2,no,no,no,yes,no,no,furnished,Tede,184890
358,5,3,1,1,yes,no,yes,no,yes,yes,semi-furnished,Ago-Amodu,209570
380,2,3,1,3,yes,yes,no,no,yes,yes,semi-furnished,Fiditi,189835
191,2,3,2,1,no,yes,yes,no,yes,no,semi-furnished,Akinmoorin,177564
160,2,1,2,1,yes,no,yes,no,no,yes,semi-furnished,Ago-Amodu,156703
96,5,1,2,0,yes,no,no,yes,yes,no,semi-furnished,Ago-Amodu,194959
